SiteEnergyUse(kBtu),NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,LargestPropertyUseType,LargestPropertyUseTypeGFA,BuildingType,Neighborhood,PrimaryPropertyType,BuildingAge,SteamUse,Electricity,NaturalGas
1972078.625,1.0,2,54528,0,K-12 SCHOOL,54285.0,SPS-DISTRICT K-12,DELRIDGE,K-12 SCHOOL,28,0,1,0
675772.875,1.0,1,21101,0,NON-REFRIGERATED WAREHOUSE,18373.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,27,0,1,1
1351267.875,1.0,2,45594,0,REFRIGERATED WAREHOUSE,45594.0,NONRESIDENTIAL,GREATER DUWAMISH,REFRIGERATED WAREHOUSE,102,0,1,0
2241280.5,1.0,1,26660,0,MANUFACTURING/INDUSTRIAL PLANT,26660.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,66,0,1,0
870625.8125,1.0,1,28126,0,NON-REFRIGERATED WAREHOUSE,21780.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,41,0,1,1
378714.4063,1.0,1,35000,0,NON-REFRIGERATED WAREHOUSE,35000.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,52,0,1,0
1208407.625,1.0,1,26150,0,NON-REFRIGERATED WAREHOUSE,26150.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,54,0,1,1
1088556.25,1.0,2,24000,0,OFFICE,24000.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,49,0,1,0
2478045.5,1.0,5,43594,0,K-12 SCHOOL,40809.0,NONRESIDENTIAL,EAST,K-12 SCHOOL,48,0,1,1
794724.625,1.0,1,28080,0,DISTRIBUTION CENTER,25580.0,NONRESIDENTIAL,LAKE UNION,DISTRIBUTION CENTER,104,0,1,1
5655578.0,1.0,2,51298,0,SENIOR CARE COMMUNITY,51298.0,NONRESIDENTIAL,NORTHWEST,SENIOR CARE COMMUNITY,62,0,1,1
265774.9063,1.0,1,22047,0,WORSHIP FACILITY,22898.0,NONRESIDENTIAL,NORTHWEST,WORSHIP FACILITY,54,0,1,0
3363535.5,1.0,1,31600,0,NON-REFRIGERATED WAREHOUSE,31600.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,37,0,1,1
876425.0,1.0,1,35289,0,NON-REFRIGERATED WAREHOUSE,35289.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,9,0,1,1
1750419.0,1.0,1,28920,0,NON-REFRIGERATED WAREHOUSE,30000.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,35,0,1,1
736428.625,1.0,1,22176,0,NON-REFRIGERATED WAREHOUSE,22176.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,38,0,1,1
362874.0,1.0,1,31300,0,NON-REFRIGERATED WAREHOUSE,31300.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,38,0,1,1
700627.625,1.0,1,22000,0,NON-REFRIGERATED WAREHOUSE,22000.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,37,0,1,0
3568419.5,1.0,3,39927,0,OFFICE,39541.0,NONRESIDENTIAL,NORTH,SMALL- AND MID-SIZED OFFICE,42,0,1,0
4294550.0,1.0,1,30610,0,OTHER - RECREATION,23320.0,NONRESIDENTIAL,NORTH,OTHER,37,0,1,1
1002995.0,1.0,2,26930,6350,MEDICAL OFFICE,26930.0,NONRESIDENTIAL,NORTH,MEDICAL OFFICE,36,0,1,0
2890379.0,1.0,2,38745,0,MEDICAL OFFICE,65069.0,NONRESIDENTIAL,NORTH,MEDICAL OFFICE,48,0,1,1
855665.125,1.0,2,20296,0,SELF-STORAGE FACILITY,20296.0,NONRESIDENTIAL,NORTHEAST,SELF-STORAGE FACILITY,57,0,1,0
1261634.5,1.0,2,22135,0,MEDICAL OFFICE,10388.0,NONRESIDENTIAL,NORTHEAST,MIXED USE PROPERTY,71,0,1,1
1645605.125,1.0,3,38378,0,MEDICAL OFFICE,35066.0,NONRESIDENTIAL,NORTHEAST,MEDICAL OFFICE,49,0,1,1
1275231.75,1.0,2,33576,0,NON-REFRIGERATED WAREHOUSE,33576.0,NONRESIDENTIAL,NORTHEAST,WAREHOUSE,36,0,1,1
10642754.0,1.0,1,33005,0,SUPERMARKET/GROCERY STORE,34982.0,NONRESIDENTIAL,NORTHEAST,SUPERMARKET / GROCERY STORE,41,0,1,1
729397.1875,1.0,1,20971,0,PARKING,23483.0,NONRESIDENTIAL,EAST,OTHER,35,0,1,0
873577.3125,1.0,3,23910,0,OFFICE,20000.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,89,0,1,1
431390.4063,1.0,2,21765,0,WORSHIP FACILITY,21765.0,NONRESIDENTIAL,BALLARD,WORSHIP FACILITY,106,0,1,1
114648520.0,1.0,2,2200000,0,COLLEGE/UNIVERSITY,1719643.0,CAMPUS,EAST,UNIVERSITY,77,0,1,1
1751483.875,1.0,2,26560,0,WORSHIP FACILITY,26560.0,NONRESIDENTIAL,CENTRAL,WORSHIP FACILITY,115,0,1,1
116486.6016,1.0,2,20140,0,NON-REFRIGERATED WAREHOUSE,20140.0,NONRESIDENTIAL,LAKE UNION,WAREHOUSE,59,0,1,0
6917280.0,1.0,2,38845,0,RETAIL STORE,38845.0,NONRESIDENTIAL,GREATER DUWAMISH,RETAIL STORE,24,0,1,1
7619445.0,1.0,1,26092,0,SUPERMARKET/GROCERY STORE,25946.0,NONRESIDENTIAL,GREATER DUWAMISH,SUPERMARKET / GROCERY STORE,63,0,1,1
1848878.5,1.0,1,38582,0,K-12 SCHOOL,40374.0,SPS-DISTRICT K-12,NORTH,K-12 SCHOOL,61,0,1,1
1213869.75,1.0,1,25500,0,OFFICE,25500.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,49,0,1,1
1242311.5,1.0,1,41895,0,NON-REFRIGERATED WAREHOUSE,37524.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,55,0,1,1
2497942.75,1.0,2,56193,0,RETAIL STORE,56193.0,NONRESIDENTIAL,GREATER DUWAMISH,RETAIL STORE,58,0,1,1
1379932.5,1.0,3,35448,0,K-12 SCHOOL,35448.0,NONRESIDENTIAL,BALLARD,K-12 SCHOOL,94,0,1,1
9336239.0,1.0,1,29214,0,SUPERMARKET/GROCERY STORE,29214.0,NONRESIDENTIAL,BALLARD,SUPERMARKET / GROCERY STORE,50,0,1,1
14029480.0,1.0,1,89103,43035,SUPERMARKET/GROCERY STORE,47034.0,NONRESIDENTIAL,BALLARD,SUPERMARKET / GROCERY STORE,16,0,1,1
1331122.125,1.0,1,32000,0,OTHER - RECREATION,29880.0,NONRESIDENTIAL,BALLARD,OTHER,55,0,1,1
935580.3125,1.0,2,31140,0,OTHER,14840.0,NONRESIDENTIAL,BALLARD,MIXED USE PROPERTY,106,0,1,1
3035962.25,1.0,3,41478,0,NON-REFRIGERATED WAREHOUSE,31932.0,NONRESIDENTIAL,BALLARD,WAREHOUSE,41,0,1,1
752104.0,1.0,1,39840,0,NON-REFRIGERATED WAREHOUSE,39840.0,NONRESIDENTIAL,BALLARD,WAREHOUSE,36,0,1,0
1533245.75,1.0,1,30576,15576,LIBRARY,15000.0,NONRESIDENTIAL COS,BALLARD,OTHER,12,0,1,1
306911.0938,1.0,2,21528,0,SOCIAL/MEETING HALL,21528.0,NONRESIDENTIAL,BALLARD,OTHER,92,0,1,1
1094940.75,1.0,2,30000,0,STRIP MALL,25828.0,NONRESIDENTIAL,BALLARD,OTHER,88,0,1,1
5274642.0,1.0,2,30087,0,OTHER,30554.0,NONRESIDENTIAL,BALLARD,OTHER,74,0,1,0
786253.6875,1.0,1,40445,0,WORSHIP FACILITY,40445.0,NONRESIDENTIAL,BALLARD,WORSHIP FACILITY,41,0,1,1
1137967.5,1.0,1,23500,0,RETAIL STORE,23500.0,NONRESIDENTIAL,BALLARD,RETAIL STORE,20,0,1,1
1404253.75,1.0,1,22420,0,RETAIL STORE,23067.0,NONRESIDENTIAL,BALLARD,RETAIL STORE,49,0,1,1
8518313.0,1.0,1,25842,0,SUPERMARKET/GROCERY STORE,25987.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SUPERMARKET / GROCERY STORE,55,0,1,1
1208035.375,1.0,3,26389,0,OFFICE,16766.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,24,0,1,0
858780.625,1.0,3,25859,0,OFFICE,25859.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,34,0,1,1
1730600.625,1.0,1,25600,0,NON-REFRIGERATED WAREHOUSE,20600.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,WAREHOUSE,42,0,1,1
222255.9063,1.0,1,23169,0,MANUFACTURING/INDUSTRIAL PLANT,10200.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,OTHER,51,0,1,0
1294615.25,1.0,4,41784,8399,OFFICE,33385.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,8,0,1,0
1388345.125,1.0,1,56884,0,NON-REFRIGERATED WAREHOUSE,56884.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,WAREHOUSE,56,0,1,1
2017967.75,1.0,1,32810,0,RETAIL STORE,32810.0,NONRESIDENTIAL,BALLARD,RETAIL STORE,27,0,1,1
97690.39844,1.0,3,30989,0,SELF-STORAGE FACILITY,30989.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SELF-STORAGE FACILITY,36,0,1,0
57133.19922,1.0,3,39952,0,SELF-STORAGE FACILITY,39952.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SELF-STORAGE FACILITY,101,0,1,0
657385.8125,1.0,2,20022,0,OFFICE,20784.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,55,0,1,0
520011.8125,1.0,2,36498,0,DISTRIBUTION CENTER,18229.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,DISTRIBUTION CENTER,56,0,1,1
469499.8125,1.0,1,35946,0,DISTRIBUTION CENTER,31845.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,DISTRIBUTION CENTER,48,0,1,1
845044.125,1.0,4,30152,5680,OFFICE,25184.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,9,0,1,1
727385.8125,1.0,4,22365,0,OFFICE,21617.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,37,0,1,0
904059.875,1.0,4,30172,0,OFFICE,30172.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,22,0,1,0
241478.5938,1.0,4,42500,0,NON-REFRIGERATED WAREHOUSE,42500.0,NONRESIDENTIAL,BALLARD,WAREHOUSE,89,0,1,0
1121537.75,1.0,4,23032,0,OFFICE,14448.0,NONRESIDENTIAL,BALLARD,SMALL- AND MID-SIZED OFFICE,115,0,1,0
7240274.0,1.0,3,45750,4914,OTHER,42850.0,NONRESIDENTIAL,BALLARD,OTHER,116,0,1,1
1686405.0,1.0,2,23500,0,OFFICE,23500.0,NONRESIDENTIAL,BALLARD,SMALL- AND MID-SIZED OFFICE,48,0,1,1
579888.3125,1.0,1,22282,0,OFFICE,22282.0,NONRESIDENTIAL,BALLARD,SMALL- AND MID-SIZED OFFICE,50,0,1,1
502898.6875,1.0,2,24000,0,SELF-STORAGE FACILITY,24000.0,NONRESIDENTIAL,BALLARD,SELF-STORAGE FACILITY,114,0,1,1
1995131.75,1.0,3,27085,0,STRIP MALL,9500.0,NONRESIDENTIAL,BALLARD,MIXED USE PROPERTY,107,0,1,1
8086943.5,1.0,2,29258,0,OTHER - RECREATION,31991.0,NONRESIDENTIAL COS,NORTH,OTHER,20,0,1,1
2235765.5,1.0,2,37500,0,OFFICE,37500.0,NONRESIDENTIAL,NORTH,SMALL- AND MID-SIZED OFFICE,85,0,1,1
1164364.75,1.0,3,23983,0,K-12 SCHOOL,23983.0,NONRESIDENTIAL,NORTHWEST,K-12 SCHOOL,86,0,1,1
809870.8125,1.0,1,24100,0,DISTRIBUTION CENTER,20100.0,NONRESIDENTIAL,DELRIDGE,DISTRIBUTION CENTER,36,0,1,1
3846501.25,3.0,2,31343,0,K-12 SCHOOL,51515.0,NONRESIDENTIAL,NORTHEAST,K-12 SCHOOL,12,0,1,1
2450442.75,1.0,3,55912,22850,PARKING,24052.0,NONRESIDENTIAL,NORTHWEST,MIXED USE PROPERTY,20,0,1,0
1735995.75,1.0,2,20294,0,OTHER,18000.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,OTHER,59,0,1,1
1286817.375,1.0,4,40571,10849,OFFICE,24008.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,33,0,1,0
1755788.5,1.0,4,41707,15659,OFFICE,41707.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,33,0,1,0
2189735.0,1.0,2,57644,0,OFFICE,20176.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,MIXED USE PROPERTY,56,0,1,1
1700057.375,1.0,2,39497,0,NON-REFRIGERATED WAREHOUSE,25547.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,WAREHOUSE,61,0,1,1
3548858.25,1.0,1,33087,0,OTHER - ENTERTAINMENT/PUBLIC ASSEMBLY,53776.0,NONRESIDENTIAL COS,EAST,OTHER,84,0,1,1
1211349.25,1.0,2,27574,0,OFFICE,27574.0,NONRESIDENTIAL,NORTHWEST,SMALL- AND MID-SIZED OFFICE,34,0,1,0
335245.0,1.0,1,24982,0,RETAIL STORE,24982.0,NONRESIDENTIAL,NORTH,RETAIL STORE,51,0,1,0
3936421.5,1.0,5,43661,0,SENIOR CARE COMMUNITY,43661.0,NONRESIDENTIAL,NORTH,SENIOR CARE COMMUNITY,18,0,1,1
2472350.25,1.0,3,76105,27307,OFFICE,76105.0,NONRESIDENTIAL,NORTHWEST,SMALL- AND MID-SIZED OFFICE,29,0,1,0
1998725.25,1.0,2,32009,0,NON-REFRIGERATED WAREHOUSE,17500.0,NONRESIDENTIAL,NORTH,MIXED USE PROPERTY,64,0,1,1
1900006.25,1.0,1,41615,0,RETAIL STORE,41615.0,NONRESIDENTIAL,NORTH,RETAIL STORE,50,0,1,0
1459199.75,1.0,3,28841,0,MEDICAL OFFICE,28841.0,NONRESIDENTIAL,NORTH,MEDICAL OFFICE,28,0,1,1
123767.2031,2.0,2,33344,0,SELF-STORAGE FACILITY,31360.0,NONRESIDENTIAL,NORTH,SELF-STORAGE FACILITY,39,0,1,0
2436063.0,2.0,1,30498,0,OTHER - RECREATION,30498.0,NONRESIDENTIAL COS,NORTH,OTHER,11,0,1,1
959352.0,1.0,2,42975,0,K-12 SCHOOL,21405.0,NONRESIDENTIAL,DELRIDGE,K-12 SCHOOL,92,0,1,1
1612105.75,1.0,1,23260,0,"REPAIR SERVICES (VEHICLE, SHOE, LOCKSMITH, ETC)",13075.0,NONRESIDENTIAL,DELRIDGE,OTHER,53,0,1,1
2619088.5,1.0,2,30659,0,OFFICE,27262.0,NONRESIDENTIAL,DELRIDGE,SMALL- AND MID-SIZED OFFICE,28,0,1,1
1012024.313,1.0,2,27144,0,OTHER,27144.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,OTHER,96,0,1,1
3475804.25,5.0,1,23166,0,OTHER,23166.0,NONRESIDENTIAL,NORTHWEST,OTHER,46,0,1,1
1633105.375,1.0,2,34759,0,MEDICAL OFFICE,44667.0,NONRESIDENTIAL,NORTHWEST,MEDICAL OFFICE,37,0,1,0
98960776.0,8.0,1,415632,0,HOSPITAL (GENERAL MEDICAL & SURGICAL),483520.0,NONRESIDENTIAL,NORTHWEST,HOSPITAL,50,0,1,1
1614026.25,1.0,2,44719,0,WORSHIP FACILITY,45909.0,NONRESIDENTIAL,NORTHWEST,WORSHIP FACILITY,51,0,1,1
5833800.0,1.0,1,21603,0,SUPERMARKET/GROCERY STORE,21603.0,NONRESIDENTIAL,GREATER DUWAMISH,SUPERMARKET / GROCERY STORE,51,0,1,1
102673696.0,1.0,3,591981,0,MEDICAL OFFICE,520187.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,52,0,1,1
436252.5,1.0,1,42900,0,DISTRIBUTION CENTER,43050.0,NONRESIDENTIAL,DELRIDGE,DISTRIBUTION CENTER,37,0,1,0
3091387.5,5.0,1,57952,0,ADULT EDUCATION,57952.0,CAMPUS,DELRIDGE,OTHER,11,0,1,1
3094090.0,1.0,1,26232,0,OTHER - SERVICES,18262.0,NONRESIDENTIAL,DELRIDGE,OTHER,45,0,1,1
313528.0938,1.0,2,25840,0,NON-REFRIGERATED WAREHOUSE,25840.0,NONRESIDENTIAL,DOWNTOWN,WAREHOUSE,60,0,1,0
1268459.0,1.0,1,45145,0,OFFICE,43813.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,28,0,1,1
1981115.25,1.0,5,70332,22095,OFFICE,44417.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,15,0,1,1
1155080.5,1.0,1,50546,0,K-12 SCHOOL,53234.0,SPS-DISTRICT K-12,GREATER DUWAMISH,K-12 SCHOOL,45,0,1,1
12250422.0,1.0,1,45522,0,SUPERMARKET/GROCERY STORE,45522.0,NONRESIDENTIAL,BALLARD,SUPERMARKET / GROCERY STORE,22,0,1,1
326778.6875,1.0,2,20088,0,RETAIL STORE,16080.0,NONRESIDENTIAL,NORTHWEST,RETAIL STORE,37,0,1,0
7837692.5,5.0,2,138907,0,OTHER,139557.0,CAMPUS,GREATER DUWAMISH,OTHER,27,0,1,1
2826828.0,1.0,2,40657,0,OFFICE,40657.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,19,0,1,1
269016.6875,1.0,1,20200,0,NON-REFRIGERATED WAREHOUSE,18700.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,116,0,1,1
3652708.75,1.0,1,44086,0,RESIDENCE HALL/DORMITORY,44091.0,NONRESIDENTIAL,EAST,RESIDENCE HALL,112,1,1,1
1403820.0,1.0,7,54372,20824,OFFICE,54372.0,NONRESIDENTIAL,EAST,SMALL- AND MID-SIZED OFFICE,46,0,1,0
14524386.0,1.0,1,47699,0,MUSEUM,47000.0,NONRESIDENTIAL,EAST,OTHER,65,1,1,1
25311526.0,1.0,0,274568,0,MEDICAL OFFICE,228133.0,NONRESIDENTIAL,EAST,MEDICAL OFFICE,71,1,1,0
1245923.75,1.0,3,21282,0,OFFICE,19658.0,NONRESIDENTIAL,EAST,SMALL- AND MID-SIZED OFFICE,60,1,1,0
3787648.25,1.0,2,41022,0,OTHER,41022.0,NONRESIDENTIAL,SOUTHEAST,OTHER,95,0,1,0
3612526.75,1.0,2,28109,0,OTHER,28109.0,NONRESIDENTIAL,DELRIDGE,OTHER,50,0,1,1
409578.4063,1.0,3,33580,12990,OFFICE,20590.0,NONRESIDENTIAL,NORTH,SMALL- AND MID-SIZED OFFICE,31,0,1,0
113130.0,1.0,1,21936,0,NON-REFRIGERATED WAREHOUSE,21936.0,NONRESIDENTIAL,NORTH,WAREHOUSE,39,0,1,1
1045838.5,1.0,1,30160,0,OTHER,30139.0,NONRESIDENTIAL,NORTH,OTHER,47,0,1,1
9546165.0,1.0,11,111137,0,OFFICE,42939.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,107,0,1,1
1509292.0,1.0,1,40189,0,OTHER - UTILITY,28347.0,NONRESIDENTIAL,DELRIDGE,OTHER,19,0,1,1
3046543.0,1.0,2,66484,0,OFFICE,49334.0,NONRESIDENTIAL,DELRIDGE,SMALL- AND MID-SIZED OFFICE,28,0,1,0
1356874.75,1.0,3,25151,0,OFFICE,24155.0,NONRESIDENTIAL,EAST,SMALL- AND MID-SIZED OFFICE,57,1,1,0
2640980.25,1.0,6,35770,0,HOTEL,35770.0,NONRESIDENTIAL,EAST,HOTEL,88,0,1,1
3239754.0,1.0,9,48006,0,HOTEL,48006.0,NONRESIDENTIAL,EAST,HOTEL,88,0,1,1
5144392.0,1.0,2,29631,0,SUPERMARKET/GROCERY STORE,16000.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,56,0,1,1
1625308.625,1.0,2,23472,0,OFFICE,20695.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,27,0,1,1
2796425.0,1.0,2,21315,0,OFFICE,20424.0,NONRESIDENTIAL COS,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,43,0,1,1
2190460.0,1.0,4,57110,15812,OFFICE,36867.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,32,0,1,1
1748629.875,1.0,3,34030,0,OFFICE,34030.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,37,0,1,1
9313513.0,1.0,2,20398,0,RESTAURANT,19232.0,NONRESIDENTIAL,SOUTHWEST,RESTAURANT,114,0,1,1
1642471.5,1.0,1,41308,0,DISTRIBUTION CENTER,41308.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,64,0,1,1
769771.3125,1.0,3,43878,0,MULTIFAMILY HOUSING,12000.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,103,0,1,0
873711.125,1.0,3,34976,0,PERFORMING ARTS,34976.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,OTHER,104,0,1,1
985401.8125,1.0,1,38255,0,NON-REFRIGERATED WAREHOUSE,38255.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,WAREHOUSE,59,0,1,1
34012980.0,23.0,1,260241,0,OTHER,260241.0,CAMPUS,MAGNOLIA / QUEEN ANNE,OTHER,61,0,1,1
2282551.25,1.0,3,48924,0,OFFICE,31325.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,27,0,1,1
1602084.375,1.0,4,50333,18036,OFFICE,50333.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,57,0,1,0
2520483.25,1.0,4,57432,21906,OFFICE,34160.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,30,0,1,0
666740.3125,1.0,3,25912,7956,OFFICE,17332.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,47,0,1,0
1994967.75,1.0,3,57132,21908,OFFICE,33705.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,16,0,1,0
968026.3125,1.0,2,24224,0,WORSHIP FACILITY,24224.0,NONRESIDENTIAL,DELRIDGE,WORSHIP FACILITY,59,0,1,1
400770.9063,1.0,1,23706,0,WORSHIP FACILITY,23706.0,NONRESIDENTIAL,DELRIDGE,WORSHIP FACILITY,53,0,1,1
1964681.25,1.0,1,31900,0,NON-REFRIGERATED WAREHOUSE,28000.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,53,0,1,0
3835202.0,1.0,1,49066,0,SOCIAL/MEETING HALL,49000.0,NONRESIDENTIAL,SOUTHWEST,OTHER,99,0,1,1
1686262.25,1.0,3,30740,0,WORSHIP FACILITY,28293.0,NONRESIDENTIAL,SOUTHWEST,WORSHIP FACILITY,64,0,1,1
2842819.5,1.0,1,67450,0,SUPERMARKET/GROCERY STORE,42760.0,NONRESIDENTIAL,SOUTHEAST,SUPERMARKET / GROCERY STORE,57,0,1,1
0.0,1.0,1,39971,0,K-12 SCHOOL,40867.0,SPS-DISTRICT K-12,BALLARD,K-12 SCHOOL,58,0,0,1
882896.5,1.0,1,46970,0,NON-REFRIGERATED WAREHOUSE,46970.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,WAREHOUSE,68,0,1,0
1035554.688,1.0,1,47554,0,NON-REFRIGERATED WAREHOUSE,18133.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,WAREHOUSE,85,0,1,1
1234095.5,1.0,2,43016,5400,OFFICE,43016.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,37,0,1,1
1055033.0,1.0,1,24196,0,OTHER,8711.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,MIXED USE PROPERTY,85,0,1,1
638507.125,1.0,2,20671,0,OFFICE,20671.0,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,SMALL- AND MID-SIZED OFFICE,76,0,1,1
499828.5938,1.0,1,21600,0,NON-REFRIGERATED WAREHOUSE,21600.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,89,0,1,1
866126.375,1.0,1,35844,0,WORSHIP FACILITY,35844.0,NONRESIDENTIAL,SOUTHWEST,WORSHIP FACILITY,39,0,1,0
1639136.25,1.0,3,31774,0,OFFICE,19896.0,NONRESIDENTIAL,LAKE UNION,SMALL- AND MID-SIZED OFFICE,100,0,1,1
709990.8125,1.0,1,26094,0,NON-REFRIGERATED WAREHOUSE,26094.0,NONRESIDENTIAL,GREATER DUWAMISH,WAREHOUSE,63,0,1,0
1084553.75,1.0,2,23687,0,OFFICE,23687.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,33,0,1,0
1435562.75,1.0,2,24221,0,OFFICE,24221.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,33,0,1,0
5381105.0,1.0,2,71919,14083,OFFICE,34550.0,NONRESIDENTIAL,DOWNTOWN,MIXED USE PROPERTY,116,0,1,0
3999505.25,1.0,2,32027,0,OFFICE,17526.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,116,0,1,1
2805826.0,1.0,3,32160,0,OFFICE,35693.0,NONRESIDENTIAL,DOWNTOWN,SMALL- AND MID-SIZED OFFICE,110,0,1,0
3540225.75,1.0,3,47836,7572,OTHER - LODGING/RESIDENTIAL,43336.0,NONRESIDENTIAL,GREATER DUWAMISH,OTHER,24,0,1,1
2018385.75,1.0,3,34425,0,OFFICE,34425.0,NONRESIDENTIAL,GREATER DUWAMISH,SMALL- AND MID-SIZED OFFICE,102,0,1,1
1801941.75,1.0,2,52609,0,K-12 SCHOOL,52609.0,SPS-DISTRICT K-12,GREATER DUWAMISH,K-12 SCHOOL,45,0,1,1
1961581.5,1.0,3,40304,12000,MEDICAL OFFICE,20106.0,NONRESIDENTIAL,SOUTHWEST,MEDICAL OFFICE,32,0,1,0
1280263.75,1.0,1,29619,0,DISTRIBUTION CENTER,15000.0,NONRESIDENTIAL,GREATER DUWAMISH,DISTRIBUTION CENTER,26,0,1,1
1431784.0,1.0,2,21592,0,K-12 SCHOOL,20700.0,NONRESIDENTIAL,CENTRAL,K-12 SCHOOL,94,0,1,1
805643.5,1.0,2,23923,0,K-12 SCHOOL,23923.0,NONRESIDENTIAL,NORTH,K-12 SCHOOL,85,0,1,1
1748444.25,1.0,3,25200,0,OFFICE,16000.0,NONRESIDENTIAL,CENTRAL,SMALL- AND MID-SIZED OFFICE,109,0,1,1
1328461.25,1.0,2,28296,0,OFFICE,26899.0,NONRESIDENTIAL,CENTRAL,SMALL- AND MID-SIZED OFFICE,53,0,1,0
